f,i0,i1,i2
6734,5154,712,6233
6735,2010,271,2022
6736,2803,6233,6745
6737,2830,729,6233
6738,279,271,2087
6739,5712,5704,6534
6740,4620,4,4624
6741,3521,1044,4466
6742,1972,1346,4039
6743,1044,3533,4466
6744,4061,4069,4608
6745,1238,4048,4072
6746,922,4406,6321
6747,6792,3266,6971
6748,32,1587,1591
6749,32,1591,4119
6750,1238,4061,4607
6751,65,1585,4654
6752,4525,3685,6463
6753,2288,2291,6110
6754,4646,52,4658
6755,1289,759,2976
6756,1589,1588,4657
6757,1597,1589,4657
6758,1588,4123,4657
6759,1595,1580,4125
6760,1580,4121,4125
6761,4121,37,4125
6762,1624,1607,4668
6763,1622,53,4660
6764,663,2667,2741
6765,125,176,1768
6766,4179,1956,4180
6767,5731,4602,6550
6768,3426,3427,5885
6769,4557,3700,5584
6770,6739,4283,7908
6771,704,2779,2780
6772,1138,3700,4557
6773,2318,432,3945
6774,1527,7074,7075
6775,6647,163,6905
6776,517,549,4989
6777,1360,2691,4020
6778,7068,741,7086
6779,3544,3546,4470
6780,1567,61,5980
6781,4885,361,4886
6782,3737,5562,5761
6783,319,372,377
6784,5507,4494,5912
6785,2487,520,3334
6786,1411,652,1425
6787,2109,4845,4855
6788,1225,1214,6558
6789,3111,3115,4368
6790,159,1397,1825
6791,1081,1281,3363
6792,684,2696,2720
6793,2061,2063,4193
6794,1821,223,4153
6795,597,2479,2480
6796,1764,115,3915
6797,2020,1365,2031
6798,147,1798,4152
6799,147,4152,4156
6800,1124,5931,6462
6801,1728,4704,4713
6802,3127,3133,4371
6803,1926,237,4779
6804,852,3100,5248
6805,1849,3775,4158
6806,3253,5316,6327
6807,6577,155,6578
6808,6578,155,6882
6809,3026,3036,4346
6810,3554,1066,3555
6811,428,2252,6090
6812,6132,4972,6136
6813,1307,3101,4049
6814,1184,3895,3896
6815,1550,1445,3892
6816,2056,2097,2098
6817,238,237,1262
6818,237,238,4166
6819,248,278,1318
6820,1190,3817,3848
6821,7010,1350,7058
6822,55,40,1601
6823,3246,924,3264
6824,5472,1059,5903
6825,225,1941,1963
6826,1941,225,4172
6827,3028,828,3032
6828,2564,2582,2583
6829,3439,6394,6810
6830,2220,2204,7010
6831,533,2518,2543
6832,6444,1099,6833
6833,1194,6868,6869
6834,1963,1941,6046
6835,5456,3520,6405
6836,1216,1223,1422
6837,5579,1161,6474
6838,1007,3450,3451
6839,1451,1339,1487
6840,5345,3323,5349
6841,225,1963,4182
6842,706,2881,5128
6843,386,385,2227
6844,141,4728,6015
6845,1457,1330,6585
6846,2540,1285,2808
6847,207,230,1926
6848,2002,204,5683
6849,3986,3987,4599
6850,6137,4971,6693
6851,236,215,1982
6852,251,2067,4813
6853,404,392,2255
6854,2736,2740,4288
6855,1865,4778,4780
6856,974,3422,6383
6857,230,1928,2022
6858,3121,6293,6295
6859,1319,4030,4822
6860,98,1655,1659
6861,1639,1673,4137
6862,5717,5715,6540
6863,3261,4394,5314
6864,644,665,2736
6865,1997,265,2047
6866,265,1997,4189
6867,6402,5450,6808
6868,5747,1225,6558
6869,4125,6593,6637
6870,493,2465,7021
6871,5610,4578,6063
6872,3978,3981,6873
6873,1042,6100,6997
6874,1245,4079,5757
6875,1457,6886,7810
6876,4454,1026,4458
6877,837,6271,7853
6878,5000,2508,5806
6879,132,1302,1739
6880,4649,5983,6951
6881,6142,547,6699
6882,5942,1121,6981
6883,2728,673,2735
6884,5576,6472,6981
6885,66,79,1654
6886,554,466,4951
6887,4247,474,4963
6888,1883,188,1894
6889,5641,1195,6509
6890,1762,139,4767
6891,5380,6143,6146
6892,5812,573,5813
6893,3135,850,5266
6894,710,2795,2834
6895,2268,407,2269
6896,961,4414,5364
6897,1825,169,4075
6898,1195,5630,6509
6899,2194,355,2208
6900,355,2194,4213
6901,123,4142,4146
6902,4534,3719,5560
6903,3755,1276,5352
6904,5182,741,6250
6905,3565,1046,5486
6906,3402,3424,5390
6907,2218,364,2242
6908,4397,3255,4398
6909,2983,2982,7033
6910,2922,763,2948
6911,601,572,2646
6912,4356,5228,5840
6913,6239,1355,6748
6914,3903,4599,6528
6915,5632,1183,6908
6916,976,1283,3388
6917,2288,4920,4923
6918,4049,3113,6275
6919,5317,915,6326
6920,621,669,1254
6921,3349,960,3364
6922,559,2596,5031
6923,1081,3627,3637
6924,2285,433,2286
6925,377,2281,4216
6926,4494,5911,5912
6927,1146,3746,3747
6928,369,390,1341
6929,650,2794,7081
6930,3502,1053,6115
6931,1053,5453,6115
6932,3963,3954,5718
6933,111,80,1660
6934,1858,180,6651
6935,3553,1066,3554
6936,435,2351,2352
6937,3292,927,7777
6938,3474,3477,6613
6939,526,4978,5803
6940,526,5803,5804
6941,7007,349,7091
6942,1313,562,2554
6943,460,2400,4241
6944,2421,460,4241
6945,2400,2399,4241
6946,2399,4044,4241
6947,4044,1331,4241
6948,1353,488,4960
6949,488,4959,4960
6950,3437,3463,4448
6951,2712,2699,6733
6952,980,3355,3395
6953,3543,3538,5465
6954,409,2325,4926
6955,4417,3324,5348
6956,633,655,2722
6957,5706,1218,5727
6958,1293,4015,4064
6959,2922,2916,5166
6960,2921,6674,6916
6961,2475,2440,4974
6962,4192,275,4834
6963,2121,350,6088
6964,2256,405,4907
6965,1463,2481,3900
6966,1871,1819,4165
6967,2779,732,2780
6968,3600,2215,4894
6969,387,1350,2204
6970,6571,833,6762
6971,2795,2796,4294
6972,755,2938,5176
6973,600,5040,6941
6974,1856,1877,4168
6975,5702,3908,6537
6976,1438,1455,6037
6977,2070,6072,6666
6978,2266,2257,4907
6979,2312,3962,4932
6980,1277,584,6721
6981,537,2517,5808
6982,4260,537,5808
6983,2557,589,2563
6984,2563,589,4260
6985,2508,2507,5001
6986,3908,1182,6858
6987,3493,3497,5443
6988,1691,93,1710
6989,6694,2504,6695
6990,38,56,1636
6991,2576,551,5026
6992,728,5163,5164
6993,3619,1076,3624
6994,603,4277,5052
6995,910,3266,6792
6996,3110,834,5243
6997,5878,949,6342
6998,2153,4871,4872
6999,2589,2597,4269
7000,2641,591,2654
7001,2654,591,5056
7002,599,2588,4268
7003,599,4268,4269
7004,2588,2589,4268
7005,4268,2589,4269
7006,2589,2588,4267
7007,2930,5185,5984
7008,379,2260,4883
7009,853,3048,3054
7010,2879,775,2930
7011,2738,4289,5072
7012,2610,2570,6181
7013,5052,2610,6181
7014,46,1642,4130
7015,2273,2260,4912
7016,658,5070,5072
7017,4289,658,5072
7018,1348,616,2665
7019,2665,616,4277
7020,6720,6721,6939
7021,1348,2665,3038
7022,286,318,2119
7023,383,4000,4901
7024,647,5062,6718
7025,6184,5059,6718
7026,842,3127,4371
7027,5987,4672,6636
7028,138,134,6004
7029,1367,2719,4284
7030,408,4914,4915
7031,408,364,6109
7032,2296,4934,6113
7033,5109,2713,6737
7034,4672,5988,6636
7035,4290,2746,6587
7036,5137,680,5145
7037,5145,680,6222
7038,6219,643,6589
7039,240,1407,4801
7040,464,1463,5680
7041,1342,3360,5367
7042,647,4292,5104
7043,647,2694,5062
7044,1749,129,1767
7045,3802,5600,5950
7046,5939,1132,5940
7047,714,2800,4296
7048,2817,714,4296
7049,4213,2197,4215
7050,1870,1893,4779
7051,5423,3455,5888
7052,1702,89,1708
7053,3923,4589,5693
7054,2800,2812,4297
7055,4296,2800,4297
7056,2149,345,2169
7057,152,1453,4750
7058,692,685,4301
7059,784,2984,2993
7060,2984,784,6246
7061,545,2518,2519
7062,2988,763,3001
7063,697,5090,5123
7064,725,5758,6214
7065,1042,1026,4453
7066,6205,640,6736
7067,2713,2694,6947
7068,2456,2491,4254
7069,3563,1073,3564
7070,6492,3783,6625
7071,4507,1088,5534
7072,336,2140,2152
7073,2789,696,4301
7074,2813,2789,4301
7075,4654,24,5978
7076,3344,4199,5360
7077,3754,1138,4551
7078,246,1365,1985
7079,4375,3167,4388
7080,3385,990,4430
7081,1511,1509,4617
7082,241,247,1923
7083,735,2847,4313
7084,3080,3083,6762
7085,2831,2844,6226
7086,752,720,2891
7087,720,752,4315
7088,2746,5819,6220
7089,6219,2746,6220
7090,5147,735,6227
7091,817,814,6599
7092,4954,443,6125
7093,3740,3739,5564
7094,6166,654,6178
7095,75,1657,1662
7096,5198,796,6242
7097,2163,4210,5797
7098,5309,3238,7039
7099,5684,3909,6076
7100,2847,735,5131
7101,717,2745,5085
7102,4592,3952,5718
7103,2130,2120,4858
7104,5417,5408,6973
7105,2471,2458,2483
7106,796,4649,5825
7107,796,5825,6242
7108,3109,3081,5244
7109,1300,4389,5863
7110,1554,1558,5978
7111,2470,561,6149
7112,3060,4356,6956
7113,263,219,1959
7114,3968,4594,5720
7115,2867,713,2883
7116,1293,1354,4015
7117,3091,1257,3185
7118,3556,5893,6822
7119,3437,1003,3463
7120,587,6711,7089
7121,5404,6369,6373
7122,6959,847,7034
7123,422,2272,4222
7124,4516,3670,5922
7125,2874,743,5143
7126,747,2880,5178
7127,5870,899,6606
7128,743,742,5143
7129,4408,3318,4412
7130,4337,5832,5833
7131,4351,3088,4363
7132,4618,4111,6629
7133,646,2745,2841
7134,3384,4427,4429
7135,2758,6729,6944
7136,1082,3588,5515
7137,279,2088,2090
7138,698,6741,6749
7139,6747,698,6749
7140,797,3002,5214
7141,5201,1323,6261
7142,403,436,2316
7143,4120,37,4650
7144,37,4121,4650
7145,1319,2030,4824
7146,691,2814,2815
7147,774,792,5196
7148,1184,3848,5612
7149,4447,990,5422
7150,1386,797,5149
7151,3006,3011,4344
7152,570,5042,6177
7153,792,774,3016
7154,3016,774,4344
7155,850,3111,6298
7156,773,2983,3006
7157,773,3006,4344
7158,958,3330,4409
7159,1104,1105,6442
7160,1988,2068,6660
7161,5189,6255,6268
7162,5454,5447,6976
7163,5398,4438,5884
7164,6759,3059,6956
7165,973,957,4590
7166,848,3059,6759
7167,6276,848,6759
7168,1136,4080,4541
7169,1045,6823,6980
7170,3178,3180,5283
7171,3990,262,5729
7172,3187,3179,6285
7173,3179,5265,6285
7174,5204,800,5843
7175,5843,800,5846
7176,2416,471,4972
7177,383,2276,4000
7178,830,839,4359
7179,4359,839,5235
7180,3052,848,5225
7181,3047,3052,5225
7182,1809,180,1858
7183,909,3248,3249
7184,3072,4357,5240
7185,3051,848,3052
7186,3361,4422,6353
7187,563,2623,2624
7188,5245,815,5246
7189,3088,3049,5245
7190,1714,146,2691
7191,2426,467,2429
7192,119,1692,1744
7193,6943,6725,7761
7194,1399,1472,3972
7195,2076,2044,4838
7196,4911,3959,6682
7197,364,2175,2178
7198,2099,2150,4872
7199,1128,3732,3741
7200,3751,3730,5572
7201,477,7013,7060
7202,3505,3504,4458
7203,4570,5599,6855
7204,522,2510,2516
7205,3038,4278,5219
7206,6244,5834,6595
7207,229,1889,1890
7208,894,4385,5300
7209,748,6962,7038
7210,2292,480,2326
7211,2537,555,2544
7212,922,6321,6785
7213,922,6785,6967
7214,5406,1010,6374
7215,1888,209,1920
7216,6109,1310,6684
7217,864,3140,5271
7218,3160,864,5271
7219,867,5315,6310
7220,3524,3523,6406
7221,3227,917,5310
7222,1097,1095,3699
7223,3691,1097,3695
7224,1557,1469,3868
7225,2440,2436,4972
7226,6760,6277,7892
7227,4464,3527,6396
7228,753,2934,5179
7229,4218,2226,6095
7230,1687,89,1702
7231,3673,1102,5535
7232,3961,5715,5717
7233,83,1678,1685
7234,3012,3004,4345
7235,117,3268,5321
7236,4530,3704,5925
7237,348,2195,4874
7238,4526,3670,5534
7239,1615,4672,5987
7240,2382,490,4947
7241,4280,2668,5065
7242,5273,7036,7037
7243,10,1546,1548
7244,5004,493,6155
7245,417,404,2266
7246,928,3284,5332
7247,5329,928,5332
7248,6611,1045,6890
7249,6890,1045,6980
7250,2776,3184,6963
7251,2246,2249,4221
7252,5806,2484,5807
7253,1430,3252,3278
7254,3314,3313,4411
7255,3313,3321,4411
7256,5408,3429,6374
7257,5961,0,5962
7258,1007,3451,3454
7259,3904,6871,6991
7260,2686,637,7809
7261,759,1261,5194
7262,3372,3371,5378
7263,3454,1006,3487
7264,935,3314,4411
7265,935,4411,4413
7266,6413,1040,6414
7267,4176,5711,6543
7268,3286,923,4404
7269,4550,3768,5935
7270,3358,963,5365
7271,3381,998,3382
7272,3506,6411,6817
7273,352,2211,4893
7274,894,5300,6315
7275,3463,3470,4448
7276,4550,1134,5566
7277,1076,1070,3624
7278,3319,3309,6792
7279,5375,6358,6793
7280,1011,3441,5410
7281,5501,1071,6437
7282,4200,4201,5793
7283,955,3345,5373
7284,253,1989,4188
7285,1483,16,1530
7286,2127,2131,4204
7287,930,5875,6145
7288,3962,2290,4932
7289,634,6199,6733
7290,1711,130,1712
7291,3089,3088,5246
7292,6784,4382,6966
7293,3286,3336,5355
7294,1315,2254,4033
7295,259,1981,2006
7296,690,2781,2792
7297,1407,240,6543
7298,1512,1,5961
7299,4418,4434,5883
7300,4434,5373,5883
7301,3766,1156,3767
7302,2621,2582,5044
7303,2113,366,2136
7304,3297,930,5336
7305,3974,1376,3980
7306,4370,3123,5254
7307,2707,2699,2712
7308,2936,793,4312
7309,6758,5229,6955
7310,3191,5309,7039
7311,3469,5430,6390
7312,5333,3283,6192
7313,2629,2621,5044
7314,3968,3986,5725
7315,436,421,439
7316,3631,4510,6619
7317,1630,67,1683
7318,471,5802,6137
7319,3254,907,6339
7320,49,1586,1616
7321,2337,2401,4231
7322,2797,2778,2801
7323,5050,2637,7094
7324,4324,2842,5135
7325,2964,788,5187
7326,4203,2123,4859
7327,695,707,2751
7328,3488,3514,4461
7329,3514,4452,4461
7330,2381,459,2386
7331,6930,552,7017
7332,1025,1042,3514
7333,3514,1042,4453
7334,1056,5897,5898
7335,1056,5898,6614
7336,1011,3483,3484
7337,3483,1011,4457
7338,3510,3539,6410
7339,3539,5466,6410
7340,5586,4559,6479
7341,772,1314,2923
7342,558,2599,5036
7343,4354,5204,5843
7344,1295,3263,4068
7345,825,3042,5213
7346,808,3085,3114
7347,532,538,2544
7348,978,982,5397
7349,4491,1072,5496
7350,1072,4491,6428
7351,2808,684,5105
7352,742,1389,2866
7353,1811,184,4764
7354,575,4265,5061
7355,834,3061,5243
7356,5760,833,6571
7357,5469,5452,6413
7358,1389,1912,2866
7359,2252,4222,6090
7360,1920,241,1921
7361,4353,2979,5844
7362,300,2044,5794
7363,2513,4251,5004
7364,1151,1427,3750
7365,20,1444,1467
7366,3429,5406,6374
7367,2321,2320,4229
7368,2704,668,2742
7369,878,3162,5272
7370,1626,77,1632
7371,4838,2044,6060
7372,1737,1729,1738
7373,2349,2373,6866
7374,2162,359,2166
7375,1041,3569,3570
7376,1041,3570,4477
7377,3564,3573,4476
7378,161,4160,4174
7379,377,372,2281
7380,1279,3731,4080
7381,1784,1783,4725
7382,4487,1077,5906
7383,3430,3429,5408
7384,4478,1065,5483
7385,1065,4478,5490
7386,2045,257,2054
7387,2915,5149,6237
7388,1072,1078,5496
7389,3584,1075,3697
7390,1075,3584,4484
7391,5483,1065,5488
7392,2302,2344,6119
7393,2143,354,2158
7394,1619,1611,4666
7395,1853,4735,6019
7396,1209,3943,5953
7397,5720,1221,5724
7398,4489,5494,6434
7399,2057,276,2121
7400,1810,6250,6752
7401,3587,1052,5500
7402,1052,4483,5500
7403,3476,3517,3518
7404,5463,1030,5896
7405,1083,1075,4495
7406,3453,1018,3481
7407,1100,3629,3638
7408,3629,1100,4500
7409,4079,1245,4081
7410,1353,2245,3982
7411,4079,4081,5756
7412,4610,4079,5756
7413,3426,3433,4442
7414,1795,1748,4731
7415,1078,1072,1086
7416,1086,1072,4504
7417,306,2018,2086
7418,2128,2029,4860
7419,382,396,2224
7420,6768,847,6959
7421,1722,1737,4700
7422,343,4886,6914
7423,3785,5583,5587
7424,5924,1112,5927
7425,1112,5924,6464
7426,2401,2416,4963
7427,1875,216,1876
7428,2602,597,2615
7429,89,118,1708
7430,291,6077,6668
7431,6392,5470,6414
7432,1134,6844,6983
7433,3247,4394,5866
7434,624,5087,6196
7435,3121,1472,6293
7436,2892,745,2947
7437,2019,2017,6061
7438,4801,1407,5659
7439,2019,2029,4819
7440,1093,4505,4508
7441,1093,4508,4516
7442,1093,3647,4505
7443,3811,3808,5604
7444,1561,48,3159
7445,3814,1176,5608
7446,6638,76,6900
7447,5884,3458,6386
7448,3312,3338,5357
7449,880,3127,5860
7450,2120,2130,4206
7451,93,1690,4713
7452,577,574,5026
7453,1994,225,2021
7454,2064,2016,4818
7455,2755,662,2787
7456,6467,4531,6844
7457,5264,3166,5275
7458,2326,456,2327
7459,2465,2466,7021
7460,515,528,2519
7461,598,7084,7094
7462,771,2995,3023
7463,4149,171,4722
7464,3715,3714,5554
7465,2762,2791,5103
7466,4182,267,4807
7467,19,5959,6628
7468,19,6628,6895
7469,3986,4599,5725
7470,4427,3379,4429
7471,5221,5205,6273
7472,255,266,1364
7473,1814,4736,6017
7474,1165,6627,6653
7475,6627,1165,6894
7476,3538,3537,5465
7477,987,4439,5402
7478,6470,1124,6850
7479,1124,6849,6850
7480,5755,1272,6568
7481,3819,5614,5617
7482,2249,375,2250
7483,3765,1131,3770
7484,3770,1131,4544
7485,86,1675,4688
7486,2253,397,6112
7487,2658,4280,5814
7488,212,1937,1945
7489,3665,3689,3701
7490,1521,1523,1524
7491,1158,3774,3793
7492,3774,1158,4549
7493,2564,2583,4261
7494,2195,2160,4874
7495,5917,5644,6040
7496,59,5996,6900
7497,3135,863,5255
7498,2815,728,2840
7499,5132,2840,6223
7500,1454,6050,6658
7501,3174,872,3831
7502,5996,6638,6900
7503,4722,1846,4747
7504,1271,1346,1972
7505,1615,4131,4664
7506,1837,222,1852
7507,2096,4866,6089
7508,3803,3802,5601
7509,4568,3803,5601
7510,6527,430,6866
7511,223,258,1996
7512,1318,2417,4006
7513,191,1884,4763
7514,289,2033,2062
7515,5608,1176,5624
7516,5624,1176,6493
7517,1330,5815,6585
7518,1217,3924,6547
7519,997,3437,4448
7520,4024,7058,7079
7521,196,181,1891
7522,3408,5392,5886
7523,5542,1114,5563
7524,1114,5542,5918
7525,3220,1295,4068
7526,384,391,1374
7527,1140,3789,5589
7528,1335,3821,4035
7529,3842,1173,5608
7530,5597,5599,6066
7531,751,5171,6752
7532,1046,3565,5471
7533,678,2829,4307
7534,1005,1267,1451
7535,5663,1193,6506
7536,6506,1193,6518
7537,3842,1167,5625
7538,3841,3842,5625
7539,1055,3552,5903
7540,79,1480,1605
7541,809,807,5175
7542,4400,905,5866
7543,3746,3760,5566
7544,574,562,6170
7545,4167,6577,6578
7546,6079,311,6670
7547,104,120,1773
7548,4581,3830,5620
7549,2501,2451,6931
7550,2850,5123,6732
7551,339,2179,2228
7552,336,2172,7090
7553,526,2548,5012
7554,3343,3347,5361
7555,917,3251,5310
7556,3201,3195,5297
7557,6472,5942,6981
7558,2130,2148,4206
7559,2638,2645,6183
7560,3766,3747,5565
7561,1617,59,7002
7562,5198,4338,5835
7563,1310,339,6683
7564,4564,1164,5592
7565,1731,69,6901
7566,3027,3041,4348
7567,3998,3973,5734
7568,118,1729,1737
7569,1516,1515,4621
7570,1216,1422,3984
7571,1216,3984,4598
7572,3997,1219,4591
7573,244,4108,5774
7574,1250,4100,4102
7575,1239,4025,4092
7576,4025,1239,4601
7577,1248,1239,4092
7578,3246,3264,4400
7579,3335,5344,5353
7580,477,2435,4971
7581,1048,3541,3555
7582,1235,4029,5745
7583,1235,4047,4061
7584,4047,1235,5745
7585,5306,893,6320
7586,1648,127,4131
7587,2729,2728,7065
7588,4008,6548,6877
7589,4476,3573,6832
7590,2656,2689,5081
7591,4090,1237,4614
7592,3725,1127,5568
7593,1767,125,1768
7594,294,242,4185
7595,1603,53,4659
7596,1569,1445,4647
7597,1582,1569,4647
7598,5802,1417,6137
7599,1445,4640,4647
7600,1974,256,4798
7601,2169,345,2192
7602,2757,637,4285
7603,1094,1090,3622
7604,2686,633,2722
7605,4,3,1517
7606,3,4,4620
7607,1517,3,4618
7608,5577,3784,5939
7609,2004,279,2090
7610,4,1528,4624
7611,546,2517,3951
7612,4,1517,1522
7613,12,4,1522
7614,5826,2914,6243
7615,844,840,5857
7616,5759,3745,6570
7617,1578,885,3155
7618,15,6631,6896
7619,1562,1547,5975
7620,279,2087,2088
7621,1832,139,6650
7622,271,2010,6668
7623,1526,1476,5966
7624,3176,891,3177
7625,17,4635,5970
7626,1105,4512,5517
7627,5337,5878,6342
7628,1714,1707,1755
7629,5552,3705,5925
7630,6995,2622,7049
7631,1209,1199,3926
7632,5015,567,6163
7633,1542,1433,4635
7634,1542,4635,4638
7635,989,3423,5391
7636,3154,883,3176
7637,1994,2021,4835
7638,1781,160,1783
7639,950,3359,5348
7640,844,4351,4363
7641,436,403,2315
7642,2190,4884,5795
7643,3359,4417,5348
7644,943,3336,3337
7645,4862,7077,7090
7646,4775,1455,5784
7647,1961,2003,2004
7648,4169,1407,6543
7649,3296,942,5347
7650,1302,1791,3594
7651,375,380,2250
7652,410,2192,2223
7653,2180,357,2193
7654,6883,341,6920
7655,1447,285,6091
7656,4121,1580,5985
7657,2253,2212,4904
7658,142,1783,1784
7659,5207,813,5209
7660,3400,984,3428
7661,3387,984,3400
7662,5268,3151,6289
7663,4325,539,4326
7664,4326,539,5169
7665,672,2791,2832
7666,4126,1603,4128
7667,1603,4126,4653
7668,149,1762,4767
7669,47,24,1585
7670,1585,24,4654
7671,1584,47,1585
7672,44,3892,4646
7673,44,4646,4658
7674,1606,1603,4659
7675,3249,3248,5314
7676,4122,53,4653
7677,53,4122,4660
7678,1584,4122,4653
7679,278,1983,2016
7680,3184,5287,6777
7681,1092,1104,4485
7682,1613,44,4663
7683,44,4658,4663
7684,2562,2581,7017
7685,52,1600,4665
7686,5604,3808,5937
7687,1952,245,4791
7688,4658,52,4663
7689,4663,52,4665
7690,1445,1569,3892
7691,52,1569,1582
7692,3859,1372,3976
7693,613,2666,2685
7694,129,125,1767
7695,176,1840,1861
7696,636,684,2731
7697,1597,63,1623
7698,1623,63,7703
7699,176,1839,1840
7700,3919,5092,5689
7701,2769,2708,5114
7702,3315,950,4407
7703,547,552,6699
7704,4680,94,5998
7705,1645,4676,5994
7706,435,412,1366
7707,6048,7006,7054
7708,1139,5759,6570
7709,4150,1776,4151
7710,3305,3304,5338
7711,3288,3305,5338
7712,2357,421,4937
7713,71,6640,6902
7714,57,4655,4670
7715,4655,1593,4670
7716,3118,5857,6301
7717,101,1653,1655
7718,1653,101,4681
7719,2889,2890,4312
7720,3919,636,5092
7721,1338,1318,4006
7722,4250,2458,4988
7723,1704,1753,6003
7724,1898,1876,4782
7725,2026,254,4195
7726,1479,3152,4373
7727,2394,450,2424
7728,4521,1105,5539
7729,4792,204,6050
7730,2518,545,2558
7731,497,2470,4245
7732,1543,1571,5976
7733,3305,3315,5873
7734,4191,297,5790
7735,3215,1288,4065
7736,3341,955,3346
7737,1027,4983,5441
7738,135,175,1808
7739,3497,1035,3512
7740,615,5039,5054
7741,1979,291,1980
7742,29,2968,4120
7743,1309,408,4915
7744,365,7099,7100
7745,3845,3843,5627
7746,929,3275,3278
7747,3357,3335,5365
7748,1185,1163,3838
7749,2966,3013,3014
7750,2940,760,6245
7751,3398,970,4433
7752,1971,224,4790
7753,3350,966,5363
7754,3141,3131,5263
7755,2835,2815,2840
7756,1289,2976,4588
7757,3364,4077,5881
7758,2498,736,3849
7759,5372,3364,5881
7760,1173,3829,3830
7761,535,5007,6158
7762,976,3383,5372
7763,1171,3826,5644
7764,3531,1051,3559
7765,888,3156,7040
7766,98,4709,6010
7767,101,98,6010
7768,128,101,6010
7769,1867,163,4736
7770,4736,163,6017
7771,912,3210,3233
7772,2181,2190,4895
7773,6514,5650,6859
7774,4745,1833,6023
7775,5412,5402,6372
7776,2303,2350,4928
7777,107,98,1666
7778,98,107,4712
7779,1665,107,1666
7780,6072,313,6666
7781,3238,3255,4393
7782,2001,4804,6059
7783,3790,5598,5943
7784,994,3438,3450
7785,426,4606,5955
7786,4957,426,5955
7787,1793,135,4717
7788,4717,135,4718
7789,289,303,2085
7790,788,3024,3037
7791,432,474,7016
7792,1878,203,4748
7793,857,3128,3138
7794,6378,992,6380
7795,4335,5830,6594
7796,1081,3626,3627
7797,621,2605,2640
7798,297,4827,6879
7799,3374,3370,4425
7800,1417,477,4971
7801,145,1797,1813
7802,1797,1812,1813
7803,4166,238,4769
7804,561,2470,2479
7805,154,4734,4745
7806,4734,154,6018
7807,2842,2841,5135
7808,2254,427,4931
7809,990,2509,4431
7810,1771,4713,4721
7811,1771,4721,4733
7812,666,2704,2742
7813,1817,4765,6020
7814,1409,6166,6178
7815,1325,1409,5111
7816,117,2567,3268
7817,1861,1840,4761
7818,1744,137,4727
7819,4727,137,4735
7820,3354,4739,4740
7821,1280,3723,4032
7822,3723,1280,4737
7823,1316,1280,4032
7824,1823,4737,4739
7825,3354,1397,4739
7826,1280,172,4737
7827,4737,172,4739
7828,2852,2810,5138
7829,5318,3257,6325
7830,3041,805,5220
7831,3958,5704,5712
7832,2585,605,2586
7833,5458,5901,6615
7834,1362,3572,6892
7835,2810,2715,6726
7836,1101,4489,5505
7837,4013,4016,4017
7838,5512,1061,6432
7839,1788,166,1826
7840,1826,166,4741
7841,3796,4566,5594
7842,2119,318,2137
7843,1069,4497,5516
7844,4504,1072,4507
7845,3670,4526,5922
7846,3058,5230,5851
7847,2182,2220,6676
7848,5057,2651,6164
7849,2467,493,5004
7850,990,3385,3389
7851,6690,2396,6926
7852,150,1830,4743
7853,1381,1360,4020
7854,2566,5009,5019
7855,207,1845,1909
7856,2184,305,2185
7857,695,2750,2773
7858,3794,6058,6062
7859,2756,707,2915
7860,3442,5404,5887
7861,1883,1859,4774
7862,2032,289,2043
7863,717,2705,2756
7864,444,2377,2395
7865,5316,5317,6327
7866,2691,1748,6012
7867,5381,3403,5391
7868,2554,520,4043
7869,1298,2886,4076
7870,4824,2030,4833
7871,389,2219,3911
7872,259,253,1981
7873,350,2170,2213
7874,4755,4159,5782
7875,4159,4766,5782
7876,491,456,6141
7877,1884,191,4785
7878,6068,5598,6486
7879,39,1599,4651
7880,4793,6034,6051
7881,4253,2535,5804
7882,174,1843,4729
7883,1161,3780,6853
7884,1024,1015,5443
7885,5287,6776,6777
7886,3902,5677,6523
7887,2917,2900,6234
7888,5198,5835,6259
7889,2987,4338,5198
7890,4103,2445,6138
7891,3074,814,3078
7892,4194,1405,5791
7893,167,1859,4742
7894,1859,167,4774
7895,1828,167,4742
7896,734,2841,2842
7897,5614,5592,6497
7898,1279,1117,3690
7899,932,5324,6325
7900,707,695,6229
7901,1804,151,1872
7902,4840,1458,5684
7903,3129,3850,5634
7904,2892,2884,5153
7905,2432,2489,5805
7906,266,257,1364
7907,3064,845,5234
7908,3339,3340,4413
7909,1144,5574,6847
7910,4262,2565,4995
7911,2947,2961,2974
7912,3802,1165,6854
7913,1931,1939,1940
7914,2617,613,2630
7915,4788,194,6046
7916,194,4788,6047
7917,211,1971,4790
7918,1815,1283,6370
7919,1555,1566,5980
7920,245,1299,4826
7921,4811,245,4826
7922,302,4194,5791
7923,2023,242,4821
7924,3830,3829,4580
7925,1216,1212,4596
7926,1532,1538,4115
7927,3131,803,4367
7928,420,2231,2239
7929,2986,2987,5837
7930,1863,1828,4762
7931,2172,361,2179
7932,3843,5628,5631
7933,204,4187,6658
7934,5232,6755,7853
7935,3513,5448,5453
7936,4593,3967,4595
7937,1207,5708,6530
7938,1915,221,4815
7939,221,2011,4815
7940,270,285,1447
7941,285,270,4799
7942,1965,4184,4796
7943,959,3383,5393
7944,3368,5351,5374
7945,1195,4595,5725
7946,1966,1965,4796
7947,1966,4796,4799
7948,3838,1163,6665
7949,967,5415,6370
7950,2267,390,2303
7951,2810,6726,6942
7952,736,2819,4303
